id,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,home_ownership,addr_state,purpose,loan_status,delinq_2yrs,pub_rec,pub_rec_bankruptcies,revol_util,open_acc,total_acc,verification_status,issue_d,social_security_number,ssn,ssnumber,ssnumber1,drivers_license,dl,member_id,emp_title,title,c_desc,zip_code,c_url
518,6170.37, 60 months,12.72%,A,A4,135499.52,20.44,MORTGAGE,MI,house,Fully Paid,1,0,NA,6.67%,19,5,Source Verified,Sep-08,100000517,100000517,100000517,900000517,DL500517,DL500517,MEMBER-518,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,218,https://example.com/loan/518
519,30074.64, 36 months,12.54%,F,F4,182314.4,10.38,OTHER,CA,wedding,Current,1,1,0,33.94%,14,50,Source Verified,Oct-18,100000518,100000518,100000518,900000518,DL500518,DL500518,MEMBER-519,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,969,https://example.com/loan/519
520,31296.43, 36 months,12.42%,A,A4,114954.6,0.85,OTHER,NY,renewable_energy,Fully Paid,3,1,0,57.42%,9,49,Verified,Aug-12,100000519,100000519,100000519,900000519,DL500519,DL500519,MEMBER-520,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,882,https://example.com/loan/520
521,22559.91, 60 months,19.51%,B,B1,143748.57,5.56,OWN,MI,major_purchase,Fully Paid,0,3,2,70.9%,28,39,Verified,Apr-10,100000520,100000520,100000520,900000520,DL500520,DL500520,MEMBER-521,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,260,https://example.com/loan/521
522,30701.8, 36 months,19.54%,F,F1,88805.46,22.49,OWN,NC,other,Current,2,1,1,97.47%,22,14,Verified,Dec-12,100000521,100000521,100000521,900000521,DL500521,DL500521,MEMBER-522,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,306,https://example.com/loan/522
523,34988.07, 60 months,11.3%,E,E2,139115.19,15.6,OWN,TX,medical,Fully Paid,1,0,1,49.83%,19,42,Not Verified,Mar-13,100000522,100000522,100000522,900000522,DL500522,DL500522,MEMBER-523,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,303,https://example.com/loan/523
524,31150.8, 36 months,14.97%,A,A3,48998.13,0.61,OWN,MI,wedding,Current,1,1,0,83.31%,4,15,Verified,Dec-13,100000523,100000523,100000523,900000523,DL500523,DL500523,MEMBER-524,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,421,https://example.com/loan/524
525,25609.75, 60 months,14.69%,E,E4,174766.09,27.69,RENT,MI,debt_consolidation,Fully Paid,1,2,NA,5.42%,10,48,Not Verified,Jul-08,100000524,100000524,100000524,900000524,DL500524,DL500524,MEMBER-525,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,868,https://example.com/loan/525
526,19294.84, 36 months,8.34%,C,C2,103154.23,26.27,MORTGAGE,GA,home_improvement,Fully Paid,1,0,NA,46.04%,2,31,Source Verified,Aug-18,100000525,100000525,100000525,900000525,DL500525,DL500525,MEMBER-526,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,147,https://example.com/loan/526
527,8603.94, 36 months,20.4%,E,E4,111855.4,24.51,RENT,GA,renewable_energy,Fully Paid,4,0,0,52.18%,9,52,Not Verified,Mar-14,100000526,100000526,100000526,900000526,DL500526,DL500526,MEMBER-527,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,742,https://example.com/loan/527
528,34009.98, 60 months,9.73%,C,C2,120224.56,16.55,OTHER,OH,wedding,Fully Paid,4,1,1,43.04%,26,41,Not Verified,May-09,100000527,100000527,100000527,900000527,DL500527,DL500527,MEMBER-528,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,262,https://example.com/loan/528
529,4409.88, 36 months,24.24%,C,C2,120296.17,4.05,NONE,TX,home_improvement,Current,0,3,1,86.63%,6,51,Source Verified,Oct-11,100000528,100000528,100000528,900000528,DL500528,DL500528,MEMBER-529,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,798,https://example.com/loan/529
530,2100.51, 60 months,9.14%,B,B3,156017.5,14.39,NONE,GA,credit_card,Fully Paid,2,1,2,97.62%,9,22,Not Verified,Nov-08,100000529,100000529,100000529,900000529,DL500529,DL500529,MEMBER-530,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,976,https://example.com/loan/530
531,34564.44, 60 months,22.31%,B,B5,26280.49,29.47,OWN,MI,wedding,Fully Paid,3,3,1,16.09%,5,45,Verified,Apr-18,100000530,100000530,100000530,900000530,DL500530,DL500530,MEMBER-531,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,504,https://example.com/loan/531
532,20489.1, 60 months,12.34%,F,F5,81218.42,27.26,RENT,IL,car,Fully Paid,3,3,1,70.36%,18,16,Source Verified,Dec-09,100000531,100000531,100000531,900000531,DL500531,DL500531,MEMBER-532,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,819,https://example.com/loan/532
533,24365.56, 60 months,22.81%,F,F3,164405.4,16.77,OWN,TX,major_purchase,Fully Paid,1,3,1,30.49%,19,31,Verified,Mar-15,100000532,100000532,100000532,900000532,DL500532,DL500532,MEMBER-533,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,166,https://example.com/loan/533
534,21534.57, 60 months,20.03%,E,E5,127446.67,7.96,MORTGAGE,NY,debt_consolidation,Charged Off,0,2,0,61.84%,2,56,Not Verified,Nov-16,100000533,100000533,100000533,900000533,DL500533,DL500533,MEMBER-534,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,160,https://example.com/loan/534
535,27873.48, 36 months,20.04%,E,E1,124955.27,29.34,RENT,FL,renewable_energy,Current,2,3,1,17.35%,17,40,Verified,Dec-14,100000534,100000534,100000534,900000534,DL500534,DL500534,MEMBER-535,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,235,https://example.com/loan/535
536,2648.13, 60 months,20.44%,G,G4,173978.12,1.44,RENT,MI,credit_card,Current,3,3,NA,23.25%,9,51,Not Verified,May-09,100000535,100000535,100000535,900000535,DL500535,DL500535,MEMBER-536,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,174,https://example.com/loan/536
537,31680.71, 36 months,24.13%,G,G3,191762.1,10.38,OTHER,CA,wedding,Current,3,2,0,34.56%,13,23,Verified,Jun-17,100000536,100000536,100000536,900000536,DL500536,DL500536,MEMBER-537,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,668,https://example.com/loan/537
538,4976.47, 60 months,14.07%,F,F3,159238.52,14.13,MORTGAGE,NY,moving,Fully Paid,0,2,0,63.56%,23,55,Verified,Sep-10,100000537,100000537,100000537,900000537,DL500537,DL500537,MEMBER-538,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,120,https://example.com/loan/538
539,18722.93, 60 months,23.2%,D,D3,157894.06,19.23,NONE,PA,small_business,Fully Paid,0,0,NA,0.81%,19,38,Source Verified,May-12,100000538,100000538,100000538,900000538,DL500538,DL500538,MEMBER-539,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,308,https://example.com/loan/539
540,12026.14, 60 months,10.7%,B,B1,141200.09,21.83,NONE,NC,house,Fully Paid,1,1,NA,14.92%,14,58,Not Verified,Nov-08,100000539,100000539,100000539,900000539,DL500539,DL500539,MEMBER-540,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,929,https://example.com/loan/540
541,562.59, 36 months,19.35%,G,G2,72207.82,29.94,OWN,NY,credit_card,Fully Paid,3,2,NA,27.04%,18,15,Source Verified,Jul-17,100000540,100000540,100000540,900000540,DL500540,DL500540,MEMBER-541,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,511,https://example.com/loan/541
542,15598.48, 36 months,20.33%,F,F2,35411.36,9.29,OTHER,NY,educational,Current,2,2,0,97.41%,27,24,Source Verified,May-10,100000541,100000541,100000541,900000541,DL500541,DL500541,MEMBER-542,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,645,https://example.com/loan/542
543,25327.69, 60 months,23.58%,G,G3,75544.47,27.71,OWN,TX,home_improvement,Fully Paid,4,3,NA,61.1%,21,42,Verified,Aug-09,100000542,100000542,100000542,900000542,DL500542,DL500542,MEMBER-543,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,222,https://example.com/loan/543
544,24241.09, 60 months,21.32%,F,F5,146574.97,1.52,NONE,IL,house,Fully Paid,2,0,NA,32.3%,3,28,Verified,Aug-15,100000543,100000543,100000543,900000543,DL500543,DL500543,MEMBER-544,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,263,https://example.com/loan/544
545,15521.87, 60 months,19.87%,G,G3,104075.88,1.94,MORTGAGE,MI,credit_card,Current,2,0,0,33.44%,26,40,Source Verified,Sep-09,100000544,100000544,100000544,900000544,DL500544,DL500544,MEMBER-545,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,982,https://example.com/loan/545
546,21645.91, 60 months,7.93%,D,D4,71698.68,6.97,OWN,PA,wedding,Current,0,0,1,63.21%,5,7,Source Verified,Jul-14,100000545,100000545,100000545,900000545,DL500545,DL500545,MEMBER-546,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,776,https://example.com/loan/546
547,25455.12, 60 months,11.65%,B,B4,45519.18,21.34,NONE,MI,vacation,Fully Paid,1,0,NA,76.11%,1,6,Not Verified,Mar-17,100000546,100000546,100000546,900000546,DL500546,DL500546,MEMBER-547,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,640,https://example.com/loan/547
548,6997.5, 60 months,7.85%,C,C3,89948.04,23.73,NONE,NY,wedding,Current,0,3,0,67.74%,14,43,Not Verified,Mar-15,100000547,100000547,100000547,900000547,DL500547,DL500547,MEMBER-548,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,347,https://example.com/loan/548
549,12463.15, 60 months,19.35%,G,G3,67441.55,8.81,OWN,TX,renewable_energy,Fully Paid,1,1,NA,9.38%,25,49,Source Verified,Jul-13,100000548,100000548,100000548,900000548,DL500548,DL500548,MEMBER-549,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,883,https://example.com/loan/549
550,11493.24, 36 months,14.04%,A,A3,142677.0,27.41,MORTGAGE,OH,major_purchase,Fully Paid,4,0,NA,10.12%,5,25,Source Verified,Jun-16,100000549,100000549,100000549,900000549,DL500549,DL500549,MEMBER-550,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,516,https://example.com/loan/550
551,9097.57, 60 months,18.9%,D,D5,158264.23,0.6,NONE,PA,other,Fully Paid,1,0,0,40.16%,27,28,Verified,Oct-12,100000550,100000550,100000550,900000550,DL500550,DL500550,MEMBER-551,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,901,https://example.com/loan/551
552,8477.78, 60 months,18.71%,D,D5,174277.28,3.03,MORTGAGE,FL,credit_card,Charged Off,0,0,0,21.51%,8,11,Verified,Oct-13,100000551,100000551,100000551,900000551,DL500551,DL500551,MEMBER-552,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,534,https://example.com/loan/552
553,10744.52, 60 months,9.25%,E,E3,199688.82,19.02,OTHER,NC,major_purchase,Fully Paid,4,3,2,67.15%,26,3,Source Verified,Apr-11,100000552,100000552,100000552,900000552,DL500552,DL500552,MEMBER-553,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,566,https://example.com/loan/553
554,25776.97, 60 months,5.56%,D,D4,126704.68,28.98,RENT,MI,car,Fully Paid,3,2,1,48.6%,22,32,Not Verified,Dec-14,100000553,100000553,100000553,900000553,DL500553,DL500553,MEMBER-554,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,830,https://example.com/loan/554
555,21362.59, 60 months,8.01%,D,D2,73392.62,8.46,NONE,CA,moving,Fully Paid,2,1,1,28.45%,9,21,Source Verified,Jan-09,100000554,100000554,100000554,900000554,DL500554,DL500554,MEMBER-555,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,827,https://example.com/loan/555
556,2217.13, 36 months,24.02%,F,F5,66174.99,13.23,OWN,OH,vacation,Current,2,2,0,11.61%,21,34,Verified,Feb-18,100000555,100000555,100000555,900000555,DL500555,DL500555,MEMBER-556,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,229,https://example.com/loan/556
557,11166.43, 36 months,14.31%,F,F2,186964.37,26.91,OWN,GA,wedding,Charged Off,0,2,2,18.5%,27,43,Verified,Nov-11,100000556,100000556,100000556,900000556,DL500556,DL500556,MEMBER-557,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,399,https://example.com/loan/557
558,22664.93, 60 months,15.04%,F,F2,145116.29,23.29,OTHER,OH,vacation,Fully Paid,0,0,0,22.0%,3,20,Not Verified,Dec-17,100000557,100000557,100000557,900000557,DL500557,DL500557,MEMBER-558,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,252,https://example.com/loan/558
559,21421.86, 36 months,10.7%,A,A3,78920.76,24.21,RENT,PA,educational,Fully Paid,0,3,0,3.23%,1,46,Not Verified,Nov-12,100000558,100000558,100000558,900000558,DL500558,DL500558,MEMBER-559,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,275,https://example.com/loan/559
560,8790.83, 60 months,21.6%,E,E4,125960.93,28.99,MORTGAGE,IL,educational,Fully Paid,4,2,NA,35.99%,20,11,Verified,Sep-18,100000559,100000559,100000559,900000559,DL500559,DL500559,MEMBER-560,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,464,https://example.com/loan/560
561,18178.02, 60 months,9.12%,G,G5,60322.49,18.69,MORTGAGE,PA,house,Fully Paid,1,2,NA,35.83%,15,60,Source Verified,Sep-12,100000560,100000560,100000560,900000560,DL500560,DL500560,MEMBER-561,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,880,https://example.com/loan/561
562,2702.13, 36 months,14.62%,F,F1,54885.23,4.68,RENT,NY,home_improvement,Fully Paid,1,1,2,19.77%,4,24,Not Verified,Aug-09,100000561,100000561,100000561,900000561,DL500561,DL500561,MEMBER-562,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,998,https://example.com/loan/562
563,28415.86, 36 months,10.44%,C,C2,146974.09,12.86,NONE,IL,renewable_energy,Fully Paid,0,2,2,82.71%,26,28,Source Verified,Sep-13,100000562,100000562,100000562,900000562,DL500562,DL500562,MEMBER-563,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,117,https://example.com/loan/563
564,30683.58, 60 months,18.7%,E,E5,54488.26,18.92,OWN,GA,moving,Fully Paid,4,0,NA,44.09%,4,7,Verified,Mar-10,100000563,100000563,100000563,900000563,DL500563,DL500563,MEMBER-564,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,638,https://example.com/loan/564
565,23738.57, 60 months,16.75%,D,D3,162706.61,20.02,RENT,GA,vacation,Current,3,0,1,4.83%,20,32,Verified,May-15,100000564,100000564,100000564,900000564,DL500564,DL500564,MEMBER-565,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,722,https://example.com/loan/565
566,33124.84, 60 months,24.48%,A,A4,176470.39,3.09,NONE,IL,car,Charged Off,0,3,2,54.6%,10,8,Not Verified,Jan-14,100000565,100000565,100000565,900000565,DL500565,DL500565,MEMBER-566,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,266,https://example.com/loan/566
567,31106.85, 60 months,21.72%,E,E2,178852.62,4.98,OTHER,IL,small_business,Current,2,0,2,71.29%,8,12,Verified,Dec-09,100000566,100000566,100000566,900000566,DL500566,DL500566,MEMBER-567,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,247,https://example.com/loan/567
568,23161.11, 36 months,8.32%,G,G1,33695.15,24.42,NONE,NC,small_business,Fully Paid,3,3,NA,94.07%,27,9,Source Verified,Nov-08,100000567,100000567,100000567,900000567,DL500567,DL500567,MEMBER-568,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,369,https://example.com/loan/568
569,4677.53, 36 months,14.14%,C,C5,99427.29,5.24,OWN,CA,educational,Fully Paid,2,1,1,52.14%,25,51,Verified,Nov-18,100000568,100000568,100000568,900000568,DL500568,DL500568,MEMBER-569,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,754,https://example.com/loan/569
570,15365.27, 60 months,12.73%,A,A2,105118.24,20.85,OTHER,PA,major_purchase,Fully Paid,0,3,1,83.65%,16,35,Source Verified,Apr-17,100000569,100000569,100000569,900000569,DL500569,DL500569,MEMBER-570,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,502,https://example.com/loan/570
571,25591.28, 60 months,23.15%,B,B2,22408.85,9.17,OWN,NY,major_purchase,Charged Off,4,0,2,40.09%,28,19,Verified,May-12,100000570,100000570,100000570,900000570,DL500570,DL500570,MEMBER-571,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,704,https://example.com/loan/571
572,13767.89, 60 months,5.58%,C,C1,87144.21,11.92,MORTGAGE,FL,vacation,Current,1,3,NA,43.03%,6,7,Source Verified,Dec-12,100000571,100000571,100000571,900000571,DL500571,DL500571,MEMBER-572,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,278,https://example.com/loan/572
573,28773.23, 36 months,20.37%,F,F4,132891.8,18.99,OWN,OH,home_improvement,Current,4,2,2,52.58%,14,57,Source Verified,Feb-10,100000572,100000572,100000572,900000572,DL500572,DL500572,MEMBER-573,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,389,https://example.com/loan/573
574,12491.66, 60 months,13.67%,A,A4,141941.5,17.88,OWN,NC,medical,Charged Off,3,0,0,20.09%,25,34,Verified,Aug-14,100000573,100000573,100000573,900000573,DL500573,DL500573,MEMBER-574,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,685,https://example.com/loan/574
575,10014.74, 60 months,15.34%,B,B4,39202.64,21.43,NONE,FL,home_improvement,Fully Paid,0,2,1,5.66%,13,13,Source Verified,Nov-12,100000574,100000574,100000574,900000574,DL500574,DL500574,MEMBER-575,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,396,https://example.com/loan/575
